,unique_id,transaction_id,unformatted_date,product_id,product_name,category_id,category_name,parent_id,parent_name,product_count,site_id,site_name,address,city,zip,latitude,longitude,site_status,revenue,gross_profit,costs,units
945,2055335,20170711|973|1|100|3729931,2017-10-04,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,54.2,7.1973,47.0027,23.991
1105,2115702,20170713|615|1|100|2481303,2017-10-06,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,318,615 Stickney,309 Main St,Stickney,57375,43.5894,-98.4377,ACTIVE,48.22,6.9576,41.2624,23.192
456,1585520,20170713|846|3|1|4297553,2017-10-06,2649,SWISHER ORG CIGRL 5F3,335,Tobacco-cigarillo (962),320,Cigars,342,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,3.24,1.02281,2.21719,1.0
2159,2783738,20170714|433|2|2|4241978,2017-10-07,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,1.0,1.0,0.0,1.0
953,2340676,20170714|406|2|2|4539848,2017-10-07,2348,20OZ COFFEE REFILL,147,Hot Bev-refills (305),232,Hot Dispensed Beverage,11,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,1.0,0.544274,0.455726,1.0
824,1308700,20170715|514|2|2|3582170,2017-10-07,1645,NATURAL ICE 25OZ CAN,210,Beer-budget (44),246,Beer,129,270,514 Athens,1011 US Hwy 72 East,Athens,35611,41.0232,-94.6098,ACTIVE,4.0,1.41272,2.58728,2.0
2302,405637,20170714|421|3|1|758998,2017-10-07,593,CAMEL CRUSH MEN REG 85 BX,161,Cig-premium (331),8,Cigarettes,435,190,421 Dedham,415 3Rd St,Dedham,51440,41.9072,-94.823,CLOSED,5.64,0.168,5.472,1.0
445,1849248,20170714|1837|2|1|636676,2017-10-07,2984,MARLB SMTH BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,55,1837 Winfield,2575 Us Hwy 43,Winfield,35594,36.5326,-98.1534,ACTIVE,6.99,1.44531,5.54469,1.0
664,360150,20170714|446|2|2|1793784,2017-10-07,2329,LD SNK CHOC CPCKE 4OZ,60,Cakes & pastrie,262,Bread & Cakes,217,207,446 Bessemer,750 Academy Drive,Bessemer,35022,40.1928,-92.5812,ACTIVE,1.69,0.74,0.95,1.0
1204,1816092,20170714|979|1|3|613970,2017-10-07,10779,GMY WRMS 6.5OZ,267,Healthy Candy,331,Candy,230,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,1.79,1.10437,0.68563,1.0
1073,2149482,20170715|143|1|100|4331409,2017-10-08,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,43.0,6.5853,36.4147,21.951
2080,131104,20170715|316|1|1|1661801,2017-10-08,3189,MARLB MEN SMTH BX S75,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,119,316 Mobile,5245 Rangeline Service Rd,Mobile,36619,39.9883,-104.818,ACTIVE,6.27,1.7925,4.4775,1.0
89,154350,20170716|361|2|2|2288222,2017-10-09,12498,MENTOS FRT 1.32OZ REG,264,Mints,331,Candy,45,131,361 Oakdale,500 Hohman St,Oakdale,68761,42.0694,-97.9698,ACTIVE,1.29,0.66611,0.62389,1.0
1929,2681675,20170716|412|3|1|2666900,2017-10-09,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,184,412 Gateway,17260 Highway 37 N,Gateway,72733,36.4909,-93.9312,ACTIVE,1.0,0.208212,0.791788,1.0
510,2711436,20170716|979|1|1|617095,2017-10-09,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,1.0,0.204794,0.795206,1.0
439,265053,20170716|953|1|1|1720167,2017-10-09,6263,COKE CHRY 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,459,953 Laramie,152 N 5Th St,Laramie,82072,41.3132,-105.591,ACTIVE,1.89,0.82793,1.06207,1.0
2961,1416686,20170717|561|2|4|6397644,2017-10-10,2534,SWISHER MINI TRP STRM CIGRL 3F2,335,Tobacco-cigarillo (962),320,Cigars,342,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,1.99,0.982,1.008,1.0
987,41582,20170717|338|1|1|1534951,2017-10-10,5745,NABISC NTR BTR SS 1.9OZ,62,Cookies,29,Cookies,104,124,338 Hastings,300 N Kansas Ave,Hastings,68901,40.5864,-98.3858,CLOSED,0.99,0.58158,0.40842,1.0
2454,1495322,20170717|631|5|2|3059942,2017-10-10,6694,GATOR FRST GLCR FRZ 20OZ,252,Sports Drinks,150,Juice/tonics,132,324,631 Hitchcock,386 Clarke St,Hitchcock,57348,44.6302,-98.4081,ACTIVE,1.69,0.955,0.735,1.0
783,1559537,20170718|670|2|2|5050424,2017-10-11,5491,MARUCHAN CHKN NDLE 2.25OZ CUP,76,Edible Groc-other (194),115,Food-,117,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,0.99,0.51,0.48,1.0
344,1226183,20170718|471|1|2|2021691,2017-10-11,844,BANANA,282,Salads,281,Salad/produce & Misc,83,228,471 Columbia,511 E Walnut St,Columbia,65201,38.9532,-92.3313,ACTIVE,0.99,0.99,0.0,1.0
624,193654,20170718|873|2|1|2247450,2017-10-11,15473,ROCKSTAR PURE ZRO LMNDE 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,405,873 Turpin,419 S Main St,Turpin,73950,36.8634,-100.878,ACTIVE,1.66,0.24378,1.41622,1.0
465,951967,20170719|369|2|1|2726212,2017-10-12,5368,KOOLEE,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,138,369 Purdum,84451 Purdum Ave,Purdum,69157,42.0644,-100.259,ACTIVE,4.0,0.264123,3.735877,4.0
2023,1296409,20170719|498|1|1|4373945,2017-10-12,5368,KOOLEE,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,0.01,-0.011274,0.021274,1.0
324,1288690,20170720|498|1|2|4375724,2017-10-13,2070,WRIGLEY EXT POLAR IC 35PC,263,Gum,119,Gum,128,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,2.99,1.445,1.545,1.0
852,2708676,20170720|905|1|1|3098257,2017-10-13,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,1.0,1.0,0.0,1.0
288,2902493,20170720|891|2|2|2237280,2017-10-13,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,421,891 Canton,202 W Main St,Canton,73724,36.0537,-98.5899,ACTIVE,1.0,0.330606,0.669394,1.0
1495,492660,20170720|187|2|2|2046001,2017-10-13,6200,AM SPRT FULL BOD BLU BX,161,Cig-premium (331),8,Cigarettes,435,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,10.18,1.16471,9.01529,1.0
1,1281537,20170721|497|1|4|1771950,2017-10-14,917,32OZ KOOLEE REFILL,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,0.01,-1.0,1.01,1.0
2698,118602,20170722|26|1|3|2593315,2017-10-15,11054,SLC PZ BRKFST 13IN FCS,287,Slices,277,Pizza,39,104,26 Aitkin,15 Minnesota Ave N,Aitkin,56431,46.5321,-93.707,ACTIVE,2.39,1.889,0.501,1.0
1163,11185,20170722|26|1|2|2594294,2017-10-15,6262,MELLO YELLO 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,104,26 Aitkin,15 Minnesota Ave N,Aitkin,56431,46.5321,-93.707,ACTIVE,3.0,0.8718,2.1282,2.0
1210,782553,20170722|226|2|2|4179018,2017-10-15,14502,MODELO ESP CHLDA 24OZ CAN,211,Imported Beer,246,Beer,133,89,226 Quasqueton,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,ACTIVE,6.25,0.99962,5.25038,2.0
915,2140849,20170722|50|1|100|3017361,2017-10-15,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,260,50 Andalusia,540 West Bypass,Andalusia,36420,41.2039,-94.4171,ACTIVE,34.39,4.8012,29.5888,16.004
2890,1805566,20170723|975|3|2|2617874,2017-10-16,11822,POLAR LNG LF 50/50 ANT FRZ 1GAL,123,Auto-coolant/windshield Solv (242),174,Automotive (35),16,477,975 Boulder,1905 28Th St,Boulder,80301,40.0201,-105.26,ACTIVE,10.99,6.23667,4.75333,1.0
2662,2328395,20170723|1837|1|1|662402,2017-10-16,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,55,1837 Winfield,2575 Us Hwy 43,Winfield,35594,36.5326,-98.1534,ACTIVE,20.0,3.0627,16.9373,10.209
612,1642805,20170723|886|1|3|4103953,2017-10-16,17627,OK MEGA MONEY 466,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,417,886 Geary,120 Nw 1St St,Geary,73040,35.6319,-98.3186,ACTIVE,5.0,0.3,4.7,1.0
1497,1516526,20170723|650|2|2|3371217,2017-10-16,3735,FRITO TRBO FLMAS 4.25OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,327,650 Thornton,8804 Washington St,Thornton,80229,39.8564,-104.978,ACTIVE,1.5,0.32,1.18,1.0
318,2029978,20170723|938|1|100|1995844,2017-10-16,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,451,938 Pritchett,153 Randolph St,Pritchett,81064,37.368,-102.86,ACTIVE,23.12,2.9028,20.2172,9.676
778,1803832,20170723|975|3|2|2618169,2017-10-16,9868,SKU LGHTRS,194,Gen Merch-smoking Assoc (428),182,Gm/novelty,56,477,975 Boulder,1905 28Th St,Boulder,80301,40.0201,-105.26,ACTIVE,1.79,1.08944,0.70056,1.0
1360,394247,20170724|966|3|1|1785530,2017-10-17,6678,GATOR FIERCE STRWBRY 28OZ,252,Sports Drinks,150,Juice/tonics,132,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,2.49,1.38333,1.10667,1.0
37,2067763,20170724|222|1|100|2674179,2017-10-17,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,85,222 Pilot Mound,102 Pilot St,Pilot Mound,50223,42.162,-94.0176,ACTIVE,33.59,4.6896,28.9004,15.632
2872,2795332,20170724|2731|3|3|3896368,2017-10-17,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,107,2731 Alta,106 S Cherokee St,Alta,51002,42.6745,-95.3054,ACTIVE,1.0,-0.037689,1.037689,1.0
2284,1317056,20170724|518|3|2|3853619,2017-10-17,11054,SLC PZ BRKFST 13IN FCS,287,Slices,277,Pizza,39,272,518 Massena,99 Main St,Massena,50853,41.2517,-94.7692,ACTIVE,2.39,2.045,0.345,1.0
294,1678442,20170724|891|2|2|2246464,2017-10-17,14704,DUAL USB CHARGER 2.1A,197,Gen Merch- phone hardware (430),182,Gm/novelty,600,421,891 Canton,202 W Main St,Canton,73724,36.0537,-98.5899,ACTIVE,5.99,2.47472,3.51528,1.0
618,1588216,20170725|846|3|1|4328910,2017-10-18,11050,SLC PZ PEPPRNI 13IN FCS,287,Slices,277,Pizza,39,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,1.99,1.602,0.388,1.0
875,2612862,20170725|631|3|1|3074087,2017-10-18,2179,HOT DOG FCS,280,Roller Grill Food,279,Roller Grill,9,324,631 Hitchcock,386 Clarke St,Hitchcock,57348,44.6302,-98.4081,ACTIVE,1.69,1.038,0.652,1.0
583,386961,20170725|208|1|1|2135033,2017-10-18,1003,IA BLOCK-O 331,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,72,208 Dewar,5916 1St St,Dewar,50623,42.5253,-92.22,ACTIVE,3.0,0.21,2.79,1.0
706,732088,20170726|158|3|2|6231820,2017-10-19,3309,L&M 100 BX,207,Cig-off Inv-discount (442),11,Off Invoice Cigs (104),27,49,158 Russellville,13675 Hwy 43,Russellville,35653,33.2376,-91.5121,ACTIVE,4.96,-0.11559,5.07559,1.0
654,1542606,20170726|667|1|2|4264802,2017-10-19,10864,CRSNT SSG EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,336,667 Hooper,11701 State Highway 17,Hooper,81136,37.7451,-105.881,ACTIVE,2.69,1.756,0.934,1.0
2168,1013599,20170726|383|2|2|5110079,2017-10-19,12676,OH SNAP DILLY BITES PCKL,282,Salads,281,Salad/produce & Misc,83,153,383 Rogers,4600 W Walnut St,Rogers,72756,36.3337,-94.1811,ACTIVE,1.29,0.64417,0.64583,1.0
1606,2018035,20170727|938|1|2|2002054,2017-10-20,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,451,938 Pritchett,153 Randolph St,Pritchett,81064,37.368,-102.86,ACTIVE,10.0,1.2402,8.7598,4.134
1617,1027217,20170727|385|2|2|3579669,2017-10-20,2932,TORNADOS,280,Roller Grill Food,279,Roller Grill,9,155,385 Bentonville,1706 S Walton Blvd,Bentonville,72712,36.3531,-94.212,ACTIVE,1.69,0.517642,1.172358,1.0
1775,1588711,20170727|863|2|2|4538031,2017-10-20,2901,PALLM BLU 85 BX,162,Cig-discount (332),8,Cigarettes,158,397,863 Atoka,409 E Court St,Atoka,74525,34.3854,-96.124,ACTIVE,45.49,0.0015,45.4885,1.0
551,2244449,20170728|453|3|2|3686568,2017-10-21,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,15.0,2.1855,12.8145,7.285
2868,2418214,20170728|670|2|2|5084078,2017-10-21,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,0.5,-0.191349,0.691349,1.0
811,2652416,20170728|615|2|1|2509665,2017-10-21,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,318,615 Stickney,309 Main St,Stickney,57375,43.5894,-98.4377,ACTIVE,2.0,2.0,0.0,2.0
2467,527489,20170728|912|3|1|2128909,2017-10-21,10341,MONSTER MUTANT RD DOWN 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,432,912 Englewood,915 W Lehigh Ave,Englewood,80110,39.648,-104.998,ACTIVE,1.99,0.76,1.23,1.0
421,1542843,20170728|667|1|2|4270574,2017-10-21,10864,CRSNT SSG EGG CHZ FCS,272,Breakfast Food,271,Breakfast Sandwiches,97,336,667 Hooper,11701 State Highway 17,Hooper,81136,37.7451,-105.881,ACTIVE,2.26,1.326,0.934,1.0
2545,488612,20170728|396|1|1|1588687,2017-10-21,9639,52OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,165,396 Pomeroy,116 S Main St,Pomeroy,50575,42.5506,-94.6855,CLOSED,1.0,0.150994,0.849006,1.0
2054,1486461,20170729|578|1|2|3710681,2017-10-22,10412,WTR SPRTCAP 20OZ,255,Bottled Water,150,Juice/tonics,174,310,578 Millbrook,145 Kelley Blvd,Millbrook,36054,39.2417,-91.6434,ACTIVE,0.99,0.81089,0.17911,1.0
313,4630,20170729|834|3|1|2927674,2017-10-22,18949,SKU ICE BAG SML,143,Ice (282),141,Ice (277),7,377,834 Burlington,513 Main St,Burlington,73722,36.9003,-98.4228,ACTIVE,1.99,1.094589,0.895411,1.0
2575,1274264,20170730|497|2|2|1800008,2017-10-23,416,LIFEWTR 700ML,255,Bottled Water,150,Juice/tonics,174,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,3.78,1.98948,1.79052,2.0
2631,860329,20170730|250|3|1|3975388,2017-10-23,10419,WTR 3LT,255,Bottled Water,150,Juice/tonics,174,101,250 Ayr,4075 W Lincoln St,Ayr,68925,40.4372,-98.4387,ACTIVE,2.19,1.43957,0.75043,1.0
1325,457354,20170730|928|1|1|1733461,2017-10-23,5024,PRINGL BBQ 5.5OZ,52,Potato Chips,2,Chips,251,443,928 Aurora,738 Peoria St Ste D,Aurora,80011,39.7276,-104.847,ACTIVE,2.89,1.4725,1.4175,1.0
1036,677471,20170731|143|1|2|4372697,2017-10-24,12597,SOBE SMTHIE STRWBRY DAIQURI 20OZ,259,Pk Bev-alternative (77),150,Juice/tonics,9,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,1.99,0.81636,1.17364,1.0
1278,1031189,20170731|387|4|2|4006701,2017-10-24,15224,AR $500 BONUS 396,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,157,387 Big Flat,100 Community Dr,Big Flat,72617,36.0018,-92.4051,ACTIVE,10.0,0.5,9.5,2.0
2562,1389081,20170801|560|1|1|4140157,2017-10-24,9067,MO ECLIPSE CASH 170,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,295,560 Columbia,3709 Sandman Ln,Columbia,65201,38.9096,-92.3341,ACTIVE,5.0,0.25,4.75,1.0
1989,2822331,20170731|905|1|1|3120566,2017-10-24,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,1.69,1.69,0.0,1.0
1086,1570763,20170801|670|2|2|5100016,2017-10-25,13754,SMART WTR 700ML,255,Bottled Water,150,Juice/tonics,174,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,3.0,0.88358,2.11642,2.0
2123,1366930,20170802|535|1|100|2578221,2017-10-26,19002,GE85,1,Fuel Premuim,78,Fuel,68,280,535 Lowden,308 Washington Ave,Lowden,52255,41.858,-90.9264,ACTIVE,27.8,4.9089,22.8911,16.363
1327,808900,20170802|227|1|1|4077107,2017-10-26,3420,MUNCHI JLPNO CRCKR 1.38OZ,57,Crackers,5,Salty Snacks,56,90,227 Winthrop,253 W Madison St,Winthrop,50682,42.4732,-91.7338,ACTIVE,1.18,0.48,0.7,2.0
2292,2169849,20170803|226|4|3|4205590,2017-10-27,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,89,226 Quasqueton,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,ACTIVE,10.0,1.3281,8.6719,4.427
2664,1913295,20170803|4923|1|2|3692731,2017-10-27,7536,RED BULL SF 12OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,5.5,1.65422,3.84578,2.0
1006,697602,20170803|146|3|1|5183333,2017-10-27,15230,AR WILLY WONKA GLDN TCKT 402,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,33,146 Bella Vista,1750 Forest Hills Blvd,Bella Vista,72715,36.4649,-94.302,ACTIVE,20.0,1.0,19.0,2.0
2617,1269306,20170803|497|2|2|1810737,2017-10-27,12407,COPENHGN EXT LC STR 1.2OZ,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,257,497 Patton,1000 State Route 51,Patton,63662,37.5003,-90.0134,ACTIVE,19.2,6.16875,13.03125,1.0
58,1760405,20170803|952|3|1|3637606,2017-10-27,6264,FRESCA 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,458,952 Tie Siding,1741 S Us Highway 287,Tie Siding,82084,41.0813,-105.509,ACTIVE,1.5,0.44444,1.05556,1.0
781,1000535,20170803|382|3|1|2857855,2017-10-27,3786,CHEETO FLMN HT JMBO PUFF 3.6OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,152,382 Gentry,899 W Main St,Gentry,72734,36.2672,-94.4929,ACTIVE,1.5,0.32,1.18,1.0
263,1118178,20170804|406|1|2|4598678,2017-10-28,2053,WRIGLEY 5 RPM MNT 15PC,263,Gum,119,Gum,128,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,1.89,0.96957,0.92043,1.0
2876,1024326,20170804|385|1|2|3599278,2017-10-28,2986,MARLB BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,155,385 Bentonville,1706 S Walton Blvd,Bentonville,72712,36.3531,-94.212,ACTIVE,6.29,0.58444,5.70556,1.0
1730,591583,20170804|29|2|2|3932825,2017-10-28,10851,WHL PZ CHIPOTLE CHICKEN RANCH,278,Pizza-Food,277,Pizza,98,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,7.5,2.243,5.257,1.0
1228,1484058,20170805|578|1|100|3731372,2017-10-29,19002,GE85,1,Fuel Premuim,78,Fuel,68,310,578 Millbrook,145 Kelley Blvd,Millbrook,36054,39.2417,-91.6434,ACTIVE,19.5,3.6576,15.8424,12.192
2296,1907363,20170805|4923|3|1|3702156,2017-10-29,10891,N/A-GRLLD CHKN SAND FCS,276,Hot Food,275,Hot Sandwiches & Chicken,207,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,3.49,2.229,1.261,1.0
2451,163357,20170805|373|1|1|2205931,2017-10-29,7498,RED BULL 8.4OZ 4PK,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,143,373 Saint Edward,207 Beaver St,Saint Edward,68660,41.5701,-97.8663,ACTIVE,6.99,1.7346,5.2554,1.0
2945,1359333,20170805|535|4|1|2584856,2017-10-29,12992,GO FRESH WTRMLN SPRS,282,Salads,281,Salad/produce & Misc,83,280,535 Lowden,308 Washington Ave,Lowden,52255,41.858,-90.9264,ACTIVE,6.98,3.7,3.28,2.0
2221,60806,20170806|554|1|1|3966529,2017-10-30,12811,DJARU BLK CIGAR,325,High Grade,320,Cigars,37,289,554 Saint Joseph,2514 Frederick Ave,Saint Joseph,64506,39.7767,-94.8298,CLOSED,10.58,2.89,7.69,2.0
594,232219,20170806|157|4|2|1919002,2017-10-30,10328,MONSTER UL SUNRISE 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,48,157 Sylacauga,41301 US Hwy 280,Sylacauga,35150,42.507,-92.4034,ACTIVE,2.69,1.46,1.23,1.0
1193,2832003,20170807|26|1|3|2622630,2017-10-31,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,104,26 Aitkin,15 Minnesota Ave N,Aitkin,56431,46.5321,-93.707,ACTIVE,1.0,1.0,0.0,1.0
880,141066,20170807|906|1|2|1580182,2017-10-31,5366,KOOLEE,158,Carbonated Drinks,234,Frozen Dispensed Beverage,10,428,906 Aurora,18555 E Smoky Hill Rd,Aurora,80015,39.6192,-104.771,ACTIVE,2.0,3.0,-1.0,3.0
1450,888295,20170807|302|1|1|4527044,2017-10-31,18275,WINST GLD 85 BX,161,Cig-premium (331),8,Cigarettes,435,116,302 Parkersburg,602 Coates St,Parkersburg,50665,42.577,-92.7869,ACTIVE,6.7,1.23706,5.46294,1.0
1977,2125881,20170808|491|1|100|1295030,2017-11-01,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,248,491 Easton,201 N Bucklin Dr,Easton,64443,39.7235,-94.6415,CLOSED,18.5,2.5707,15.9293,8.569
504,634751,20170808|59|1|3|2960980,2017-11-01,10834,BCN CHS BRGR FCS,276,Hot Food,275,Hot Sandwiches & Chicken,207,313,59 Meservey,421 1St St,Meservey,50457,42.9122,-93.4784,ACTIVE,5.0,2.282,2.718,2.0
1108,1115192,20170808|406|2|2|4610933,2017-11-01,10277,COOKIE FCS,270,Bakery Food,269,Bakery,112,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,2.5,1.38,1.12,4.0
934,953967,20170809|369|2|1|2762374,2017-11-02,1845,MUFFIN FCS,270,Bakery Food,269,Bakery,112,138,369 Purdum,84451 Purdum Ave,Purdum,69157,42.0644,-100.259,ACTIVE,1.99,1.418,0.572,1.0
497,2782494,20170809|397|2|2|3995982,2017-11-02,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,166,397 Pea Ridge,468 N Curtis Ave,Pea Ridge,72751,36.4456,-94.1154,ACTIVE,1.0,1.0,0.0,1.0
1738,910596,20170809|362|2|2|4515975,2017-11-02,4199,WHITEO WHTGRP 99 SNGL,335,Tobacco-cigarillo (962),320,Cigars,342,132,362 Norfork,13862 Highway 5 S,Norfork,72658,36.2088,-92.2863,ACTIVE,0.99,0.53245,0.45755,1.0
2991,1743817,20170809|930|1|2|3337363,2017-11-02,10014,CO SPR PWR BNS CRSSWRD 811,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,445,930 Aurora,2500 S Abilene St,Aurora,80014,39.6704,-104.828,ACTIVE,10.0,0.7,9.3,2.0
2465,538055,20170809|906|1|2|1582231,2017-11-02,13642,DR PEPPER 1LT,250,Pk Bev-csd/pop (71),243,Pop (587),448,428,906 Aurora,18555 E Smoky Hill Rd,Aurora,80015,39.6192,-104.771,ACTIVE,2.19,0.90705,1.28295,1.0
886,1911166,20170810|4923|1|1|3717167,2017-11-03,7498,RED BULL 8.4OZ 4PK,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,6.99,1.34,5.65,1.0
206,752223,20170810|171|1|1|3168849,2017-11-03,6257,DASANI 20OZ,255,Bottled Water,150,Juice/tonics,174,53,171 Scottsboro,24833 Johnt Reidprkw,Scottsboro,35768,36.2661,-92.5383,ACTIVE,1.49,0.84415,0.64585,1.0
160,2051085,20170810|933|1|100|2607720,2017-11-03,18973,G85E10S,1,Fuel Premuim,78,Fuel,68,447,933 Las Animas,513 6Th St,Las Animas,81054,38.0661,-103.223,ACTIVE,20.85,2.8974,17.9526,9.658
2725,2311358,20170811|881|1|3|5708841,2017-11-04,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,413,881 Erick,119 W 3Rd St,Erick,73645,35.2141,-99.8677,ACTIVE,20.0,2.7792,17.2208,9.264
1083,400724,20170811|964|2|1|2416360,2017-11-04,2986,MARLB BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,469,964 Greybull,401 Greybull Ave,Greybull,82426,44.4886,-108.053,ACTIVE,5.92,0.86682,5.05318,1.0
1514,721726,20170812|156|2|3|2582134,2017-11-05,2042,WRIGLEY EXT SPMNT 15PC,263,Gum,119,Gum,128,46,156 Semmes,7855 Moffett Rd,Semmes,36575,41.9024,-91.9226,ACTIVE,1.49,0.78952,0.70048,1.0
2151,2147676,20170813|120|2|2|586998,2017-11-06,18980,G87E10S,1,Fuel Premuim,78,Fuel,68,10,120 Clanton,1415 7Th Street South,Clanton,35045,43.2007,-91.1525,ACTIVE,14.0,1.7805,12.2195,5.935
2540,1242466,20170814|480|1|100|3175808,2017-11-07,19002,GE85,1,Fuel Premuim,78,Fuel,68,237,480 Ionia,206 N Main St,Ionia,65335,38.5027,-93.3235,ACTIVE,28.5,5.3466,23.1534,17.822
